epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.53911,1.34803,3.80922,1.20491,0.00649,0.5,0.03109,0.00622,3.06722,3.09312,1.70237,0,0,0
